column,family_id,host_count,prevalence
0,SAMN02649746|IEKEGFOK_00001,217,1.0
35,SAMN02649746|IEKEGFOK_00042,217,1.0
36,SAMN02649746|IEKEGFOK_00043,214,0.9861751152073732
37,SAMN02649746|IEKEGFOK_00044,217,1.0
38,SAMN02649746|IEKEGFOK_00045,214,0.9861751152073732
39,SAMN02649746|IEKEGFOK_00048,214,0.9861751152073732
40,SAMN02649746|IEKEGFOK_00049,214,0.9861751152073732
41,SAMN02649746|IEKEGFOK_00050,217,1.0
42,SAMN02649746|IEKEGFOK_00051,23,0.10599078341013825
43,SAMN02649746|IEKEGFOK_00053,215,0.9907834101382489
44,SAMN02649746|IEKEGFOK_00054,217,1.0
45,SAMN02649746|IEKEGFOK_00056,216,0.9953917050691244
46,SAMN02649746|IEKEGFOK_00057,217,1.0
47,SAMN02649746|IEKEGFOK_00059,214,0.9861751152073732
48,SAMN02649746|IEKEGFOK_00060,214,0.9861751152073732
49,SAMN02649746|IEKEGFOK_00061,216,0.9953917050691244
50,SAMN02649746|IEKEGFOK_00063,217,1.0
51,SAMN02649746|IEKEGFOK_00064,216,0.9953917050691244
52,SAMN02649746|IEKEGFOK_00065,217,1.0
53,SAMN02649746|IEKEGFOK_00066,211,0.9723502304147466
54,SAMN02649746|IEKEGFOK_00067,214,0.9861751152073732
55,SAMN02649746|IEKEGFOK_00069,193,0.8894009216589862
56,SAMN02649746|IEKEGFOK_00070,216,0.9953917050691244
57,SAMN02649746|IEKEGFOK_00073,211,0.9723502304147466
58,SAMN02649746|IEKEGFOK_00074,201,0.9262672811059908
59,SAMN02649746|IEKEGFOK_00075,217,1.0
60,SAMN02649746|IEKEGFOK_00076,216,0.9953917050691244
61,SAMN02649746|IEKEGFOK_00077,217,1.0
62,SAMN02649746|IEKEGFOK_00079,175,0.8064516129032258
63,SAMN02649746|IEKEGFOK_00080,204,0.9400921658986175
64,SAMN02649746|IEKEGFOK_00082,117,0.5391705069124424
65,SAMN02649746|IEKEGFOK_00083,197,0.9078341013824884
66,SAMN02649746|IEKEGFOK_00084,170,0.783410138248848
67,SAMN02649746|IEKEGFOK_00085,201,0.9262672811059908
68,SAMN02649746|IEKEGFOK_00086,170,0.783410138248848
69,SAMN02649746|IEKEGFOK_00087,201,0.9262672811059908
70,SAMN02649746|IEKEGFOK_00090,193,0.8894009216589862
71,SAMN02649746|IEKEGFOK_00091,215,0.9907834101382489
72,SAMN02649746|IEKEGFOK_00092,215,0.9907834101382489
73,SAMN02649746|IEKEGFOK_00093,217,1.0
74,SAMN02649746|IEKEGFOK_00094,216,0.9953917050691244
75,SAMN02649746|IEKEGFOK_00095,217,1.0
76,SAMN02649746|IEKEGFOK_00096,216,0.9953917050691244
77,SAMN02649746|IEKEGFOK_00097,216,0.9953917050691244
78,SAMN02649746|IEKEGFOK_00098,217,1.0
79,SAMN02649746|IEKEGFOK_00099,215,0.9907834101382489
80,SAMN02649746|IEKEGFOK_00100,217,1.0
81,SAMN02649746|IEKEGFOK_00101,215,0.9907834101382489
82,SAMN02649746|IEKEGFOK_00102,216,0.9953917050691244
83,SAMN02649746|IEKEGFOK_00104,217,1.0
84,SAMN02649746|IEKEGFOK_00105,217,1.0
85,SAMN02649746|IEKEGFOK_00106,216,0.9953917050691244
86,SAMN02649746|IEKEGFOK_00107,214,0.9861751152073732
87,SAMN02649746|IEKEGFOK_00109,214,0.9861751152073732
88,SAMN02649746|IEKEGFOK_00110,207,0.9539170506912442
89,SAMN02649746|IEKEGFOK_00111,201,0.9262672811059908
90,SAMN02649746|IEKEGFOK_00115,216,0.9953917050691244
91,SAMN02649746|IEKEGFOK_00116,217,1.0
92,SAMN02649746|IEKEGFOK_00117,217,1.0
93,SAMN02649746|IEKEGFOK_00118,216,0.9953917050691244
94,SAMN02649746|IEKEGFOK_00119,217,1.0
95,SAMN02649746|IEKEGFOK_00120,211,0.9723502304147466
96,SAMN02649746|IEKEGFOK_00121,209,0.9631336405529954
97,SAMN02649746|IEKEGFOK_00123,217,1.0
98,SAMN02649746|IEKEGFOK_00125,217,1.0
99,SAMN02649746|IEKEGFOK_00126,215,0.9907834101382489
100,SAMN02649746|IEKEGFOK_00127,217,1.0
101,SAMN02649746|IEKEGFOK_00129,213,0.9815668202764977
102,SAMN02649746|IEKEGFOK_00130,216,0.9953917050691244
103,SAMN02649746|IEKEGFOK_00131,217,1.0
104,SAMN02649746|IEKEGFOK_00132,217,1.0
105,SAMN02649746|IEKEGFOK_00133,210,0.967741935483871
106,SAMN02649746|IEKEGFOK_00134,217,1.0
107,SAMN02649746|IEKEGFOK_00135,217,1.0
108,SAMN02649746|IEKEGFOK_00136,212,0.9769585253456221
109,SAMN02649746|IEKEGFOK_00137,207,0.9539170506912442
110,SAMN02649746|IEKEGFOK_00138,217,1.0
111,SAMN02649746|IEKEGFOK_00139,200,0.9216589861751152
112,SAMN02649746|IEKEGFOK_00140,216,0.9953917050691244
113,SAMN02649746|IEKEGFOK_00141,190,0.8755760368663594
114,SAMN02649746|IEKEGFOK_00142,214,0.9861751152073732
115,SAMN02649746|IEKEGFOK_00143,208,0.9585253456221198
116,SAMN02649746|IEKEGFOK_00144,216,0.9953917050691244
117,SAMN02649746|IEKEGFOK_00145,217,1.0
118,SAMN02649746|IEKEGFOK_00146,217,1.0
119,SAMN02649746|IEKEGFOK_00147,217,1.0
120,SAMN02649746|IEKEGFOK_00148,217,1.0
121,SAMN02649746|IEKEGFOK_00149,212,0.9769585253456221
122,SAMN02649746|IEKEGFOK_00150,217,1.0
123,SAMN02649746|IEKEGFOK_00151,217,1.0
124,SAMN02649746|IEKEGFOK_00153,217,1.0
125,SAMN02649746|IEKEGFOK_00154,214,0.9861751152073732
126,SAMN02649746|IEKEGFOK_00155,215,0.9907834101382489
127,SAMN02649746|IEKEGFOK_00156,207,0.9539170506912442
128,SAMN02649746|IEKEGFOK_00157,217,1.0
129,SAMN02649746|IEKEGFOK_00158,216,0.9953917050691244
130,SAMN02649746|IEKEGFOK_00159,205,0.9447004608294931
131,SAMN02649746|IEKEGFOK_00161,198,0.9124423963133641
132,SAMN02649746|IEKEGFOK_00162,210,0.967741935483871
133,SAMN02649746|IEKEGFOK_00163,217,1.0
134,SAMN02649746|IEKEGFOK_00164,217,1.0
135,SAMN02649746|IEKEGFOK_00166,217,1.0
136,SAMN02649746|IEKEGFOK_00167,217,1.0
137,SAMN02649746|IEKEGFOK_00168,217,1.0
138,SAMN02649746|IEKEGFOK_00169,217,1.0
139,SAMN02649746|IEKEGFOK_00170,217,1.0
140,SAMN02649746|IEKEGFOK_00171,217,1.0
141,SAMN02649746|IEKEGFOK_00172,217,1.0
142,SAMN02649746|IEKEGFOK_00173,217,1.0
143,SAMN02649746|IEKEGFOK_00174,214,0.9861751152073732
144,SAMN02649746|IEKEGFOK_00175,216,0.9953917050691244
145,SAMN02649746|IEKEGFOK_00176,217,1.0
146,SAMN02649746|IEKEGFOK_00177,216,0.9953917050691244
147,SAMN02649746|IEKEGFOK_00178,216,0.9953917050691244
148,SAMN02649746|IEKEGFOK_00179,65,0.2995391705069124
149,SAMN02649746|IEKEGFOK_00180,217,1.0
150,SAMN02649746|IEKEGFOK_00181,217,1.0
151,SAMN02649746|IEKEGFOK_00182,217,1.0
152,SAMN02649746|IEKEGFOK_00183,217,1.0
153,SAMN02649746|IEKEGFOK_00184,211,0.9723502304147466
154,SAMN02649746|IEKEGFOK_00186,217,1.0
155,SAMN02649746|IEKEGFOK_00187,216,0.9953917050691244
156,SAMN02649746|IEKEGFOK_00189,210,0.967741935483871
157,SAMN02649746|IEKEGFOK_00190,197,0.9078341013824884
158,SAMN02649746|IEKEGFOK_00191,215,0.9907834101382489
159,SAMN02649746|IEKEGFOK_00193,204,0.9400921658986175
160,SAMN02649746|IEKEGFOK_00194,215,0.9907834101382489
161,SAMN02649746|IEKEGFOK_00195,217,1.0
162,SAMN02649746|IEKEGFOK_00196,217,1.0
163,SAMN02649746|IEKEGFOK_00197,217,1.0
164,SAMN02649746|IEKEGFOK_00198,204,0.9400921658986175
165,SAMN02649746|IEKEGFOK_00199,217,1.0
166,SAMN02649746|IEKEGFOK_00200,216,0.9953917050691244
167,SAMN02649746|IEKEGFOK_00201,213,0.9815668202764977
168,SAMN02649746|IEKEGFOK_00202,212,0.9769585253456221
169,SAMN02649746|IEKEGFOK_00203,2,0.009216589861751152
170,SAMN02649746|IEKEGFOK_00206,198,0.9124423963133641
171,SAMN02649746|IEKEGFOK_00207,199,0.9170506912442397
172,SAMN02649746|IEKEGFOK_00208,215,0.9907834101382489
173,SAMN02649746|IEKEGFOK_00209,154,0.7096774193548387
174,SAMN02649746|IEKEGFOK_00210,199,0.9170506912442397
175,SAMN02649746|IEKEGFOK_00211,208,0.9585253456221198
176,SAMN02649746|IEKEGFOK_00213,213,0.9815668202764977
177,SAMN02649746|IEKEGFOK_00214,201,0.9262672811059908
178,SAMN02649746|IEKEGFOK_00217,215,0.9907834101382489
179,SAMN02649746|IEKEGFOK_00218,210,0.967741935483871
180,SAMN02649746|IEKEGFOK_00219,215,0.9907834101382489
181,SAMN02649746|IEKEGFOK_00220,217,1.0
182,SAMN02649746|IEKEGFOK_00221,216,0.9953917050691244
183,SAMN02649746|IEKEGFOK_00222,217,1.0
184,SAMN02649746|IEKEGFOK_00223,217,1.0
185,SAMN02649746|IEKEGFOK_00224,215,0.9907834101382489
186,SAMN02649746|IEKEGFOK_00225,213,0.9815668202764977
187,SAMN02649746|IEKEGFOK_00226,215,0.9907834101382489
188,SAMN02649746|IEKEGFOK_00227,210,0.967741935483871
189,SAMN02649746|IEKEGFOK_00229,206,0.9493087557603687
190,SAMN02649746|IEKEGFOK_00230,217,1.0
191,SAMN02649746|IEKEGFOK_00231,205,0.9447004608294931
192,SAMN02649746|IEKEGFOK_00232,214,0.9861751152073732
193,SAMN02649746|IEKEGFOK_00233,216,0.9953917050691244
194,SAMN02649746|IEKEGFOK_00234,217,1.0
195,SAMN02649746|IEKEGFOK_00235,217,1.0
196,SAMN02649746|IEKEGFOK_00236,216,0.9953917050691244
197,SAMN02649746|IEKEGFOK_00238,217,1.0
198,SAMN02649746|IEKEGFOK_00240,217,1.0
199,SAMN02649746|IEKEGFOK_00241,156,0.7188940092165899
200,SAMN02649746|IEKEGFOK_00242,217,1.0
201,SAMN02649746|IEKEGFOK_00243,217,1.0
202,SAMN02649746|IEKEGFOK_00244,217,1.0
203,SAMN02649746|IEKEGFOK_00245,210,0.967741935483871
204,SAMN02649746|IEKEGFOK_00246,180,0.8294930875576036
205,SAMN02649746|IEKEGFOK_00249,185,0.8525345622119815
206,SAMN02649746|IEKEGFOK_00250,209,0.9631336405529954
207,SAMN02649746|IEKEGFOK_00251,217,1.0
208,SAMN02649746|IEKEGFOK_00252,217,1.0
209,SAMN02649746|IEKEGFOK_00253,217,1.0
210,SAMN02649746|IEKEGFOK_00254,206,0.9493087557603687
211,SAMN02649746|IEKEGFOK_00255,198,0.9124423963133641
212,SAMN02649746|IEKEGFOK_00256,217,1.0
213,SAMN02649746|IEKEGFOK_00257,217,1.0
214,SAMN02649746|IEKEGFOK_00258,206,0.9493087557603687
215,SAMN02649746|IEKEGFOK_00259,202,0.9308755760368663
216,SAMN02649746|IEKEGFOK_00260,203,0.9354838709677419
217,SAMN02649746|IEKEGFOK_00262,155,0.7142857142857143
218,SAMN02649746|IEKEGFOK_00263,131,0.6036866359447005
219,SAMN02649746|IEKEGFOK_00264,190,0.8755760368663594
220,SAMN02649746|IEKEGFOK_00265,216,0.9953917050691244
221,SAMN02649746|IEKEGFOK_00266,208,0.9585253456221198
222,SAMN02649746|IEKEGFOK_00267,217,1.0
223,SAMN02649746|IEKEGFOK_00268,210,0.967741935483871
224,SAMN02649746|IEKEGFOK_00269,215,0.9907834101382489
225,SAMN02649746|IEKEGFOK_00270,214,0.9861751152073732
226,SAMN02649746|IEKEGFOK_00271,217,1.0
227,SAMN02649746|IEKEGFOK_00273,215,0.9907834101382489
228,SAMN02649746|IEKEGFOK_00274,216,0.9953917050691244
229,SAMN02649746|IEKEGFOK_00275,214,0.9861751152073732
230,SAMN02649746|IEKEGFOK_00276,213,0.9815668202764977
231,SAMN02649746|IEKEGFOK_00277,215,0.9907834101382489
232,SAMN02649746|IEKEGFOK_00278,216,0.9953917050691244
233,SAMN02649746|IEKEGFOK_00279,217,1.0
234,SAMN02649746|IEKEGFOK_00280,217,1.0
235,SAMN02649746|IEKEGFOK_00281,217,1.0
236,SAMN02649746|IEKEGFOK_00282,216,0.9953917050691244
237,SAMN02649746|IEKEGFOK_00284,216,0.9953917050691244
238,SAMN02649746|IEKEGFOK_00285,216,0.9953917050691244
239,SAMN02649746|IEKEGFOK_00286,217,1.0
240,SAMN02649746|IEKEGFOK_00287,217,1.0
241,SAMN02649746|IEKEGFOK_00288,217,1.0
242,SAMN02649746|IEKEGFOK_00289,217,1.0
243,SAMN02649746|IEKEGFOK_00290,215,0.9907834101382489
244,SAMN02649746|IEKEGFOK_00291,217,1.0
245,SAMN02649746|IEKEGFOK_00292,217,1.0
246,SAMN02649746|IEKEGFOK_00293,217,1.0
247,SAMN02649746|IEKEGFOK_00294,217,1.0
248,SAMN02649746|IEKEGFOK_00295,217,1.0
249,SAMN02649746|IEKEGFOK_00296,217,1.0
250,SAMN02649746|IEKEGFOK_00298,216,0.9953917050691244
251,SAMN02649746|IEKEGFOK_00299,217,1.0
252,SAMN02649746|IEKEGFOK_00300,217,1.0
253,SAMN02649746|IEKEGFOK_00301,217,1.0
254,SAMN02649746|IEKEGFOK_00302,215,0.9907834101382489
255,SAMN02649746|IEKEGFOK_00303,217,1.0
256,SAMN02649746|IEKEGFOK_00304,216,0.9953917050691244
257,SAMN02649746|IEKEGFOK_00305,217,1.0
258,SAMN02649746|IEKEGFOK_00306,211,0.9723502304147466
259,SAMN02649746|IEKEGFOK_00307,217,1.0
260,SAMN02649746|IEKEGFOK_00308,214,0.9861751152073732
261,SAMN02649746|IEKEGFOK_00309,216,0.9953917050691244
262,SAMN02649746|IEKEGFOK_00311,217,1.0
263,SAMN02649746|IEKEGFOK_00313,210,0.967741935483871
264,SAMN02649746|IEKEGFOK_00314,217,1.0
265,SAMN02649746|IEKEGFOK_00315,217,1.0
266,SAMN02649746|IEKEGFOK_00316,216,0.9953917050691244
267,SAMN02649746|IEKEGFOK_00317,217,1.0
268,SAMN02649746|IEKEGFOK_00318,217,1.0
269,SAMN02649746|IEKEGFOK_00319,216,0.9953917050691244
270,SAMN02649746|IEKEGFOK_00321,217,1.0
271,SAMN02649746|IEKEGFOK_00322,217,1.0
272,SAMN02649746|IEKEGFOK_00323,217,1.0
273,SAMN02649746|IEKEGFOK_00324,217,1.0
274,SAMN02649746|IEKEGFOK_00325,217,1.0
275,SAMN02649746|IEKEGFOK_00326,216,0.9953917050691244
276,SAMN02649746|IEKEGFOK_00327,208,0.9585253456221198
277,SAMN02649746|IEKEGFOK_00328,208,0.9585253456221198
278,SAMN02649746|IEKEGFOK_00329,215,0.9907834101382489
279,SAMN02649746|IEKEGFOK_00331,217,1.0
280,SAMN02649746|IEKEGFOK_00332,216,0.9953917050691244
281,SAMN02649746|IEKEGFOK_00334,175,0.8064516129032258
282,SAMN02649746|IEKEGFOK_00335,217,1.0
283,SAMN02649746|IEKEGFOK_00336,210,0.967741935483871
284,SAMN02649746|IEKEGFOK_00337,217,1.0
285,SAMN02649746|IEKEGFOK_00338,217,1.0
286,SAMN02649746|IEKEGFOK_00339,217,1.0
287,SAMN02649746|IEKEGFOK_00340,215,0.9907834101382489
288,SAMN02649746|IEKEGFOK_00341,201,0.9262672811059908
289,SAMN02649746|IEKEGFOK_00342,214,0.9861751152073732
290,SAMN02649746|IEKEGFOK_00344,216,0.9953917050691244
291,SAMN02649746|IEKEGFOK_00345,216,0.9953917050691244
292,SAMN02649746|IEKEGFOK_00346,199,0.9170506912442397
293,SAMN02649746|IEKEGFOK_00347,204,0.9400921658986175
294,SAMN02649746|IEKEGFOK_00348,200,0.9216589861751152
295,SAMN02649746|IEKEGFOK_00349,205,0.9447004608294931
296,SAMN02649746|IEKEGFOK_00350,181,0.8341013824884793
297,SAMN02649746|IEKEGFOK_00351,217,1.0
298,SAMN02649746|IEKEGFOK_00352,215,0.9907834101382489
299,SAMN02649746|IEKEGFOK_00357,217,1.0
300,SAMN02649746|IEKEGFOK_00358,201,0.9262672811059908
301,SAMN02649746|IEKEGFOK_00359,14,0.06451612903225806
302,SAMN02649746|IEKEGFOK_00360,22,0.10138248847926268
303,SAMN02649746|IEKEGFOK_00362,217,1.0
304,SAMN02649746|IEKEGFOK_00363,217,1.0
305,SAMN02649746|IEKEGFOK_00364,216,0.9953917050691244
306,SAMN02649746|IEKEGFOK_00365,216,0.9953917050691244
307,SAMN02649746|IEKEGFOK_00366,217,1.0
308,SAMN02649746|IEKEGFOK_00367,216,0.9953917050691244
309,SAMN02649746|IEKEGFOK_00368,217,1.0
310,SAMN02649746|IEKEGFOK_00369,217,1.0
311,SAMN02649746|IEKEGFOK_00370,217,1.0
312,SAMN02649746|IEKEGFOK_00371,217,1.0
313,SAMN02649746|IEKEGFOK_00372,217,1.0
314,SAMN02649746|IEKEGFOK_00374,217,1.0
315,SAMN02649746|IEKEGFOK_00377,215,0.9907834101382489
316,SAMN02649746|IEKEGFOK_00378,216,0.9953917050691244
317,SAMN02649746|IEKEGFOK_00379,215,0.9907834101382489
318,SAMN02649746|IEKEGFOK_00380,217,1.0
319,SAMN02649746|IEKEGFOK_00381,210,0.967741935483871
320,SAMN02649746|IEKEGFOK_00382,213,0.9815668202764977
321,SAMN02649746|IEKEGFOK_00384,217,1.0
322,SAMN02649746|IEKEGFOK_00385,217,1.0
323,SAMN02649746|IEKEGFOK_00386,216,0.9953917050691244
324,SAMN02649746|IEKEGFOK_00387,214,0.9861751152073732
325,SAMN02649746|IEKEGFOK_00389,212,0.9769585253456221
326,SAMN02649746|IEKEGFOK_00391,217,1.0
327,SAMN02649746|IEKEGFOK_00392,217,1.0
328,SAMN02649746|IEKEGFOK_00394,216,0.9953917050691244
329,SAMN02649746|IEKEGFOK_00395,211,0.9723502304147466
330,SAMN02649746|IEKEGFOK_00396,217,1.0
331,SAMN02649746|IEKEGFOK_00397,217,1.0
332,SAMN02649746|IEKEGFOK_00398,217,1.0
333,SAMN02649746|IEKEGFOK_00399,217,1.0
334,SAMN02649746|IEKEGFOK_00400,217,1.0
335,SAMN02649746|IEKEGFOK_00401,217,1.0
336,SAMN02649746|IEKEGFOK_00403,214,0.9861751152073732
337,SAMN02649746|IEKEGFOK_00404,199,0.9170506912442397
338,SAMN02649746|IEKEGFOK_00405,212,0.9769585253456221
339,SAMN02649746|IEKEGFOK_00406,217,1.0
340,SAMN02649746|IEKEGFOK_00407,217,1.0
341,SAMN02649746|IEKEGFOK_00408,205,0.9447004608294931
342,SAMN02649746|IEKEGFOK_00409,216,0.9953917050691244
343,SAMN02649746|IEKEGFOK_00410,209,0.9631336405529954
344,SAMN02649746|IEKEGFOK_00412,217,1.0
345,SAMN02649746|IEKEGFOK_00413,217,1.0
346,SAMN02649746|IEKEGFOK_00414,217,1.0
347,SAMN02649746|IEKEGFOK_00415,216,0.9953917050691244
348,SAMN02649746|IEKEGFOK_00416,214,0.9861751152073732
349,SAMN02649746|IEKEGFOK_00418,216,0.9953917050691244
350,SAMN02649746|IEKEGFOK_00420,214,0.9861751152073732
351,SAMN02649746|IEKEGFOK_00421,212,0.9769585253456221
352,SAMN02649746|IEKEGFOK_00422,217,1.0
353,SAMN02649746|IEKEGFOK_00423,214,0.9861751152073732
354,SAMN02649746|IEKEGFOK_00424,216,0.9953917050691244
355,SAMN02649746|IEKEGFOK_00425,212,0.9769585253456221
356,SAMN02649746|IEKEGFOK_00426,212,0.9769585253456221
357,SAMN02649746|IEKEGFOK_00427,208,0.9585253456221198
358,SAMN02649746|IEKEGFOK_00428,209,0.9631336405529954
359,SAMN02649746|IEKEGFOK_00429,217,1.0
360,SAMN02649746|IEKEGFOK_00430,216,0.9953917050691244
361,SAMN02649746|IEKEGFOK_00431,217,1.0
362,SAMN02649746|IEKEGFOK_00432,217,1.0
363,SAMN02649746|IEKEGFOK_00433,217,1.0
364,SAMN02649746|IEKEGFOK_00434,205,0.9447004608294931
365,SAMN02649746|IEKEGFOK_00436,217,1.0
366,SAMN02649746|IEKEGFOK_00437,217,1.0
367,SAMN02649746|IEKEGFOK_00438,206,0.9493087557603687
368,SAMN02649746|IEKEGFOK_00439,214,0.9861751152073732
369,SAMN02649746|IEKEGFOK_00440,215,0.9907834101382489
370,SAMN02649746|IEKEGFOK_00441,217,1.0
371,SAMN02649746|IEKEGFOK_00442,217,1.0
372,SAMN02649746|IEKEGFOK_00446,216,0.9953917050691244
373,SAMN02649746|IEKEGFOK_00448,215,0.9907834101382489
374,SAMN02649746|IEKEGFOK_00449,212,0.9769585253456221
375,SAMN02649746|IEKEGFOK_00450,200,0.9216589861751152
376,SAMN02649746|IEKEGFOK_00451,201,0.9262672811059908
377,SAMN02649746|IEKEGFOK_00452,215,0.9907834101382489
378,SAMN02649746|IEKEGFOK_00453,217,1.0
379,SAMN02649746|IEKEGFOK_00454,209,0.9631336405529954
380,SAMN02649746|IEKEGFOK_00455,217,1.0
381,SAMN02649746|IEKEGFOK_00456,213,0.9815668202764977
382,SAMN02649746|IEKEGFOK_00457,216,0.9953917050691244
383,SAMN02649746|IEKEGFOK_00458,216,0.9953917050691244
384,SAMN02649746|IEKEGFOK_00459,214,0.9861751152073732
385,SAMN02649746|IEKEGFOK_00461,217,1.0
386,SAMN02649746|IEKEGFOK_00462,217,1.0
387,SAMN02649746|IEKEGFOK_00463,217,1.0
388,SAMN02649746|IEKEGFOK_00465,217,1.0
389,SAMN02649746|IEKEGFOK_00467,212,0.9769585253456221
390,SAMN02649746|IEKEGFOK_00468,200,0.9216589861751152
391,SAMN02649746|IEKEGFOK_00469,212,0.9769585253456221
392,SAMN02649746|IEKEGFOK_00471,216,0.9953917050691244
393,SAMN02649746|IEKEGFOK_00473,217,1.0
394,SAMN02649746|IEKEGFOK_00474,217,1.0
395,SAMN02649746|IEKEGFOK_00475,171,0.7880184331797235
396,SAMN02649746|IEKEGFOK_00478,217,1.0
397,SAMN02649746|IEKEGFOK_00479,216,0.9953917050691244
398,SAMN02649746|IEKEGFOK_00480,214,0.9861751152073732
399,SAMN02649746|IEKEGFOK_00481,205,0.9447004608294931
400,SAMN02649746|IEKEGFOK_00482,214,0.9861751152073732
401,SAMN02649746|IEKEGFOK_00483,214,0.9861751152073732
402,SAMN02649746|IEKEGFOK_00484,213,0.9815668202764977
403,SAMN02649746|IEKEGFOK_00485,214,0.9861751152073732
404,SAMN02649746|IEKEGFOK_00486,215,0.9907834101382489
405,SAMN02649746|IEKEGFOK_00487,210,0.967741935483871
406,SAMN02649746|IEKEGFOK_00488,212,0.9769585253456221
407,SAMN02649746|IEKEGFOK_00489,214,0.9861751152073732
408,SAMN02649746|IEKEGFOK_00490,216,0.9953917050691244
409,SAMN02649746|IEKEGFOK_00491,215,0.9907834101382489
410,SAMN02649746|IEKEGFOK_00492,217,1.0
411,SAMN02649746|IEKEGFOK_00493,217,1.0
412,SAMN02649746|IEKEGFOK_00494,215,0.9907834101382489
413,SAMN02649746|IEKEGFOK_00496,217,1.0
414,SAMN02649746|IEKEGFOK_00497,216,0.9953917050691244
415,SAMN02649746|IEKEGFOK_00498,216,0.9953917050691244
416,SAMN02649746|IEKEGFOK_00499,214,0.9861751152073732
417,SAMN02649746|IEKEGFOK_00501,214,0.9861751152073732
418,SAMN02649746|IEKEGFOK_00502,217,1.0
419,SAMN02649746|IEKEGFOK_00503,217,1.0
420,SAMN02649746|IEKEGFOK_00505,217,1.0
421,SAMN02649746|IEKEGFOK_00506,217,1.0
422,SAMN02649746|IEKEGFOK_00507,213,0.9815668202764977
423,SAMN02649746|IEKEGFOK_00508,206,0.9493087557603687
424,SAMN02649746|IEKEGFOK_00510,217,1.0
425,SAMN02649746|IEKEGFOK_00512,210,0.967741935483871
426,SAMN02649746|IEKEGFOK_00513,215,0.9907834101382489
427,SAMN02649746|IEKEGFOK_00514,215,0.9907834101382489
428,SAMN02649746|IEKEGFOK_00515,202,0.9308755760368663
429,SAMN02649746|IEKEGFOK_00517,217,1.0
430,SAMN02649746|IEKEGFOK_00518,217,1.0
431,SAMN02649746|IEKEGFOK_00520,217,1.0
432,SAMN02649746|IEKEGFOK_00521,216,0.9953917050691244
433,SAMN02649746|IEKEGFOK_00522,215,0.9907834101382489
434,SAMN02649746|IEKEGFOK_00524,211,0.9723502304147466
435,SAMN02649746|IEKEGFOK_00525,215,0.9907834101382489
436,SAMN02649746|IEKEGFOK_00526,170,0.783410138248848
437,SAMN02649746|IEKEGFOK_00527,215,0.9907834101382489
438,SAMN02649746|IEKEGFOK_00528,217,1.0
439,SAMN02649746|IEKEGFOK_00529,217,1.0
440,SAMN02649746|IEKEGFOK_00531,217,1.0
441,SAMN02649746|IEKEGFOK_00532,205,0.9447004608294931
442,SAMN02649746|IEKEGFOK_00533,217,1.0
443,SAMN02649746|IEKEGFOK_00534,215,0.9907834101382489
444,SAMN02649746|IEKEGFOK_00535,217,1.0
445,SAMN02649746|IEKEGFOK_00536,212,0.9769585253456221
446,SAMN02649746|IEKEGFOK_00537,217,1.0
447,SAMN02649746|IEKEGFOK_00538,216,0.9953917050691244
448,SAMN02649746|IEKEGFOK_00539,217,1.0
449,SAMN02649746|IEKEGFOK_00540,216,0.9953917050691244
450,SAMN02649746|IEKEGFOK_00541,160,0.7373271889400922
