design,fold,biosample,cc,score,threshold,accepted,cc_represented_in_training
random_kfold,1,SAMN03859829,25,0.9185291997116076,0.8723415797600471,True,True
random_kfold,1,SAMN03859831,30,0.8928072625698324,0.8723415797600471,True,True
random_kfold,1,SAMN09847805,5,0.9747474747474748,0.8723415797600471,True,True
random_kfold,1,SAMN09847807,1,0.9201666088163832,0.8723415797600471,True,True
random_kfold,1,SAMN09847808,5,0.9790825688073396,0.8723415797600471,True,True
random_kfold,1,SAMN09847810,97,0.9838827838827838,0.8723415797600471,True,True
random_kfold,1,SAMN09847811,30,0.9582614694722318,0.8723415797600471,True,True
random_kfold,1,SAMN09847815,5,0.9816135084427768,0.8723415797600471,True,True
random_kfold,1,SAMN09847818,8,0.9564453811029152,0.8723415797600471,True,True
random_kfold,1,SAMN09847831,8,0.9759532806595672,0.8723415797600471,True,True
random_kfold,1,SAMN09847832,5,0.9766146993318484,0.8723415797600471,True,True
random_kfold,1,SAMN09847843,5,0.9658119658119658,0.8723415797600471,True,True
random_kfold,1,SAMN09847844,30,0.9037881327522628,0.8723415797600471,True,True
random_kfold,1,SAMN09847849,5,0.9823804386911184,0.8723415797600471,True,True
random_kfold,1,SAMN09847858,5,0.9897435897435898,0.8723415797600471,True,True
random_kfold,2,SAMN02649757,8,0.9629883481836876,0.8820566859005443,True,True
random_kfold,2,SAMN02649764,5,0.9607843137254902,0.8820566859005443,True,True
random_kfold,2,SAMN02649770,5,0.9710296684118672,0.8820566859005443,True,True
random_kfold,2,SAMN02649772,5,0.9696969696969696,0.8820566859005443,True,True
random_kfold,2,SAMN02649774,5,0.9367991845056064,0.8820566859005443,True,True
random_kfold,2,SAMN02649775,5,0.9577512776831346,0.8820566859005443,True,True
random_kfold,2,SAMN02649780,5,0.9676846590909092,0.8820566859005443,True,True
random_kfold,2,SAMN02649786,5,0.9958056623558196,0.8820566859005443,True,True
random_kfold,2,SAMN02649792,72,0.9570799706529712,0.8820566859005443,True,True
random_kfold,2,SAMN02649794,5,0.9563025210084034,0.8820566859005443,True,True
random_kfold,2,SAMN02649795,5,0.9659910683613878,0.8820566859005443,True,True
random_kfold,2,SAMN03859724,30,0.9307666328942924,0.8820566859005443,True,True
random_kfold,2,SAMN03859747,8,0.9200826730967964,0.8820566859005443,True,True
random_kfold,2,SAMN03859752,10,0.866551724137931,0.8820566859005443,False,True
random_kfold,2,SAMN03859757,5,0.9361779722830053,0.8820566859005443,True,True
random_kfold,2,SAMN03859758,8,0.9340265328074578,0.8820566859005443,True,True
random_kfold,2,SAMN03859763,22,0.9240506329113924,0.8820566859005443,True,True
random_kfold,2,SAMN03859765,45,0.9351158645276292,0.8820566859005443,True,True
random_kfold,2,SAMN03859775,121,0.8983739837398373,0.8820566859005443,True,True
random_kfold,2,SAMN03859787,30,0.5690715883668904,0.8820566859005443,False,True
random_kfold,2,SAMN03859789,121,0.9774545454545456,0.8820566859005443,True,True
random_kfold,2,SAMN03859797,121,0.91135248773651,0.8820566859005443,True,True
random_kfold,2,SAMN03859799,121,0.9107079331198862,0.8820566859005443,True,True
random_kfold,2,SAMN03859830,1,0.6686028737389178,0.8820566859005443,False,True
random_kfold,2,SAMN03859839,72,0.939033189033189,0.8820566859005443,True,True
random_kfold,2,SAMN09847814,30,0.9403701165181632,0.8820566859005443,True,True
random_kfold,2,SAMN09847819,5,0.9996420901932712,0.8820566859005443,True,True
random_kfold,2,SAMN09847821,8,0.933288409703504,0.8820566859005443,True,True
random_kfold,2,SAMN09847823,5,0.9978548444762244,0.8820566859005443,True,True
random_kfold,2,SAMN09847829,5,0.9992745738121146,0.8820566859005443,True,True
random_kfold,2,SAMN09847834,5,0.9719758779709116,0.8820566859005443,True,True
random_kfold,2,SAMN09847835,5,0.9864269992663244,0.8820566859005443,True,True
random_kfold,2,SAMN09847836,5,0.9908324165749908,0.8820566859005443,True,True
random_kfold,2,SAMN09847838,5,1.0,0.8820566859005443,True,True
random_kfold,2,SAMN09847840,5,0.9823232323232324,0.8820566859005443,True,True
random_kfold,2,SAMN09847842,5,0.9807890222984562,0.8820566859005443,True,True
random_kfold,2,SAMN09847845,5,0.9904727006229388,0.8820566859005443,True,True
random_kfold,2,SAMN09847848,1,0.6924737816162863,0.8820566859005443,False,True
random_kfold,2,SAMN09847851,5,0.9896943852167732,0.8820566859005443,True,True
random_kfold,2,SAMN09847856,8,0.980123372172721,0.8820566859005443,True,True
random_kfold,2,SAMN09847859,8,0.9699042407660738,0.8820566859005443,True,True
random_kfold,2,SAMN09847860,8,0.9510218463706837,0.8820566859005443,True,True
random_kfold,2,SAMN09847862,8,0.9986077271145144,0.8820566859005443,True,True
random_kfold,3,SAMN02649749,5,0.9584327086882451,0.8805246448096796,True,True
random_kfold,3,SAMN02649755,97,0.9832483612527312,0.8805246448096796,True,True
random_kfold,3,SAMN02649758,8,0.9885416666666668,0.8805246448096796,True,True
random_kfold,3,SAMN02649761,8,0.9663379802788168,0.8805246448096796,True,True
random_kfold,3,SAMN02649762,8,0.974061433447099,0.8805246448096796,True,True
random_kfold,3,SAMN02649777,5,0.9829545454545454,0.8805246448096796,True,True
random_kfold,3,SAMN02649779,8,0.9943918682089028,0.8805246448096796,True,True
random_kfold,3,SAMN02649784,5,0.9806161301488404,0.8805246448096796,True,True
random_kfold,3,SAMN02649788,5,0.9571771154504968,0.8805246448096796,True,True
random_kfold,3,SAMN02649790,8,0.9808612440191388,0.8805246448096796,True,True
random_kfold,3,SAMN02649791,30,0.8585922637920101,0.8805246448096796,False,True
random_kfold,3,SAMN02649793,5,0.9743682310469314,0.8805246448096796,True,True
random_kfold,3,SAMN02649803,8,0.9235372340425532,0.8805246448096796,True,True
random_kfold,3,SAMN02649804,5,0.9605978260869564,0.8805246448096796,True,True
random_kfold,3,SAMN02649807,8,0.9746527777777778,0.8805246448096796,True,True
random_kfold,3,SAMN02649810,45,0.933981233243968,0.8805246448096796,True,True
random_kfold,3,SAMN03859721,8,0.9100905562742562,0.8805246448096796,True,True
random_kfold,3,SAMN03859727,8,0.9054878048780488,0.8805246448096796,True,True
random_kfold,3,SAMN03859728,5,0.9315657470440702,0.8805246448096796,True,True
random_kfold,3,SAMN03859753,8,0.9315602836879432,0.8805246448096796,True,True
random_kfold,3,SAMN03859755,8,0.930936276254895,0.8805246448096796,True,True
random_kfold,3,SAMN03859762,15,0.6909711448960596,0.8805246448096796,False,False
random_kfold,3,SAMN03859767,8,0.9200826730967964,0.8805246448096796,True,True
random_kfold,3,SAMN03859774,15,0.6849907350216183,0.8805246448096796,False,False
random_kfold,3,SAMN03859776,25,0.9185291997116076,0.8805246448096796,True,True
random_kfold,3,SAMN03859778,30,0.9252595155709342,0.8805246448096796,True,True
random_kfold,3,SAMN03859784,121,0.6071221771858715,0.8805246448096796,False,True
random_kfold,3,SAMN03859794,30,0.9613019891500904,0.8805246448096796,True,True
random_kfold,3,SAMN03859801,30,0.9685807150595884,0.8805246448096796,True,True
random_kfold,3,SAMN03859813,22,0.912831241283124,0.8805246448096796,True,True
random_kfold,3,SAMN03859824,1,0.8940443213296398,0.8805246448096796,True,True
random_kfold,3,SAMN04244164,398,0.9648609077598828,0.8805246448096796,True,True
random_kfold,3,SAMN04244165,8,0.9019675526406628,0.8805246448096796,True,True
random_kfold,3,SAMN04244166,80,0.6724294813466788,0.8805246448096796,False,False
random_kfold,3,SAMN09847813,8,0.9389204545454546,0.8805246448096796,True,True
random_kfold,3,SAMN09847817,72,0.953403713141609,0.8805246448096796,True,True
random_kfold,3,SAMN09847822,5,0.9996420901932712,0.8805246448096796,True,True
random_kfold,3,SAMN09847824,5,0.9816135084427768,0.8805246448096796,True,True
random_kfold,3,SAMN09847830,5,0.9989126495106924,0.8805246448096796,True,True
random_kfold,3,SAMN09847833,5,0.9587591240875912,0.8805246448096796,True,True
random_kfold,3,SAMN09847853,5,0.9896943852167732,0.8805246448096796,True,True
random_kfold,3,SAMN09847865,8,0.99375216938563,0.8805246448096796,True,True
random_kfold,3,SAMN09847867,8,0.933288409703504,0.8805246448096796,True,True
random_kfold,4,SAMN02649746,1,0.9603925692253767,0.8776112852664577,True,True
random_kfold,4,SAMN02649753,8,0.9943918682089028,0.8776112852664577,True,True
random_kfold,4,SAMN02649754,5,0.973784063470162,0.8776112852664577,True,True
random_kfold,4,SAMN02649756,5,0.974003466204506,0.8776112852664577,True,True
random_kfold,4,SAMN02649765,5,0.9837031900138696,0.8776112852664577,True,True
random_kfold,4,SAMN02649767,5,0.9713793103448276,0.8776112852664577,True,True
random_kfold,4,SAMN02649771,5,0.9760141093474428,0.8776112852664577,True,True
random_kfold,4,SAMN02649781,5,0.9495569188820724,0.8776112852664577,True,True
random_kfold,4,SAMN02649782,5,0.9565811965811966,0.8776112852664577,True,True
random_kfold,4,SAMN02649783,5,0.9958056623558196,0.8776112852664577,True,True
random_kfold,4,SAMN02649785,5,0.9808762169680112,0.8776112852664577,True,True
random_kfold,4,SAMN02649798,5,0.9827942188575362,0.8776112852664577,True,True
random_kfold,4,SAMN02649800,5,0.9964850615114236,0.8776112852664577,True,True
random_kfold,4,SAMN02649805,5,0.965025466893039,0.8776112852664577,True,True
random_kfold,4,SAMN02649806,5,0.9634482758620688,0.8776112852664577,True,True
random_kfold,4,SAMN03859729,5,0.9823232323232324,0.8776112852664577,True,True
random_kfold,4,SAMN03859732,8,0.8769816106531388,0.8776112852664577,False,True
random_kfold,4,SAMN03859735,30,0.9386566141192596,0.8776112852664577,True,True
random_kfold,4,SAMN03859736,1,0.9212435233160622,0.8776112852664577,True,True
random_kfold,4,SAMN03859737,8,0.9100905562742562,0.8776112852664577,True,True
random_kfold,4,SAMN03859743,30,0.9042699724517906,0.8776112852664577,True,True
random_kfold,4,SAMN03859759,22,0.902229845626072,0.8776112852664577,True,True
random_kfold,4,SAMN03859761,30,0.9383396486393386,0.8776112852664577,True,True
random_kfold,4,SAMN03859770,30,0.9252595155709342,0.8776112852664577,True,True
random_kfold,4,SAMN03859785,8,0.9363282631765122,0.8776112852664577,True,True
random_kfold,4,SAMN03859786,8,0.9505263157894736,0.8776112852664577,True,True
random_kfold,4,SAMN03859796,8,0.920462270564242,0.8776112852664577,True,True
random_kfold,4,SAMN03859807,1,0.8989343416981781,0.8776112852664577,True,True
random_kfold,4,SAMN03859815,121,0.91135248773651,0.8776112852664577,True,True
random_kfold,4,SAMN03859817,5,0.924822695035461,0.8776112852664577,True,True
random_kfold,4,SAMN03859818,59,0.9529791816223976,0.8776112852664577,True,True
random_kfold,4,SAMN03859819,121,0.859504132231405,0.8776112852664577,False,True
random_kfold,4,SAMN03859826,30,0.9198740377886634,0.8776112852664577,True,True
random_kfold,4,SAMN09847809,5,0.9908324165749908,0.8776112852664577,True,True
random_kfold,4,SAMN09847826,5,0.9992745738121146,0.8776112852664577,True,True
random_kfold,4,SAMN09847837,5,0.9755822689706988,0.8776112852664577,True,True
random_kfold,4,SAMN09847839,5,1.0,0.8776112852664577,True,True
random_kfold,4,SAMN09847846,5,0.9864518491395092,0.8776112852664577,True,True
random_kfold,4,SAMN09847847,5,0.9695467422096318,0.8776112852664577,True,True
random_kfold,4,SAMN09847852,97,0.9838827838827838,0.8776112852664577,True,True
random_kfold,4,SAMN09847854,30,0.9153794492948288,0.8776112852664577,True,True
random_kfold,4,SAMN09847857,30,0.9582614694722318,0.8776112852664577,True,True
random_kfold,4,SAMN09847861,8,0.9702803107058426,0.8776112852664577,True,True
outcome_stratified_kfold,0,SAMN02649751,5,0.9753521126760564,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN02649752,8,0.9746527777777778,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN02649753,8,0.970242214532872,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN02649755,97,0.9832483612527312,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN02649758,8,0.9885416666666668,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN02649760,1,0.9603925692253767,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN02649776,5,0.9760141093474428,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN02649779,8,0.9647911632723508,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN02649780,5,0.9716713881019832,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN02649789,5,0.9733788395904436,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN02649790,8,0.9808612440191388,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN02649797,8,0.9655521783181358,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN02649799,5,0.9837031900138696,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN02649812,5,0.9689101469080972,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN03859756,121,0.9774545454545456,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN03859758,8,0.9340265328074578,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN03859765,45,0.9351158645276292,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN03859769,72,0.9570799706529712,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN03859790,30,0.9059027777777776,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN03859792,30,0.9591320072332732,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN03859795,30,0.9613019891500904,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN03859797,121,0.964065335753176,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN03859800,8,0.8871568959674686,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN03859801,30,0.966113914924297,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN03859805,97,0.9775,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN03859808,25,0.9037300177619894,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN03859814,45,0.9195729537366548,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN03859820,59,0.9529791816223976,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN03859821,59,0.9425080848005748,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN03859831,30,0.8928072625698324,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN03859839,72,0.939033189033189,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN04244165,8,0.9333104159504984,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN09847817,72,0.953403713141609,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN09847830,5,0.9989126495106924,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN09847834,5,0.9719758779709116,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN09847835,5,0.9864269992663244,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN09847844,30,0.9037881327522628,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN09847850,5,0.9281924301379554,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN09847851,5,0.9896943852167732,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN09847856,8,0.9787816563997264,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN09847858,5,0.9897435897435898,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN09847859,8,0.9689313758962104,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN09847861,8,0.9680923285811268,0.8649874379333227,True,True
outcome_stratified_kfold,0,SAMN09847863,8,0.9986077271145144,0.8649874379333227,True,True
outcome_stratified_kfold,1,SAMN02649749,5,0.9584327086882451,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN02649754,5,0.974003466204506,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN02649762,8,0.974061433447099,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN02649771,5,0.9760141093474428,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN02649774,5,0.956844234659474,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN02649782,5,0.9578767123287673,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN02649784,5,0.9806161301488404,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN02649794,5,0.9563025210084034,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN02649798,5,0.9827942188575362,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN02649802,5,0.9689101469080972,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN02649805,5,0.962098138747885,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN02649815,5,0.9964850615114236,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN03859722,45,0.933981233243968,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN03859728,5,0.9283687943262412,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN03859736,1,0.9394361294813784,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN03859738,5,0.9587844917918268,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN03859753,8,0.9301094246381928,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN03859755,8,0.9245283018867924,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN03859762,15,0.932287954383464,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN03859763,22,0.9240506329113924,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN03859767,8,0.9333104159504984,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN03859775,121,0.8983739837398373,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN03859784,121,0.6071221771858715,0.8728096560470557,False,True
outcome_stratified_kfold,1,SAMN03859786,8,0.9505263157894736,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN03859789,121,0.9774545454545456,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN03859813,22,0.9095652173913044,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN04244164,398,0.5360824742268041,0.8728096560470557,False,False
outcome_stratified_kfold,1,SAMN09847808,5,0.9790825688073396,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN09847810,97,0.9838827838827838,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN09847812,398,0.5330321852060983,0.8728096560470557,False,False
outcome_stratified_kfold,1,SAMN09847813,8,0.9573863636363636,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN09847818,8,0.9564453811029152,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN09847819,5,0.9992844364937388,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN09847820,5,0.9996420901932712,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN09847824,5,0.9816135084427768,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN09847828,5,0.9996371552975326,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN09847831,8,0.9759532806595672,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN09847833,5,0.9587591240875912,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN09847838,5,1.0,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN09847853,5,0.9896943852167732,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN09847854,30,0.9153794492948288,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN09847857,30,0.9582614694722318,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN09847864,45,0.9272472892619796,0.8728096560470557,True,True
outcome_stratified_kfold,1,SAMN09847865,8,0.99375216938563,0.8728096560470557,True,True
outcome_stratified_kfold,2,SAMN02649748,5,0.962862930452397,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN02649750,8,0.9420241286863272,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN02649763,8,0.7398561151079137,0.885503333730206,False,True
outcome_stratified_kfold,2,SAMN02649769,8,0.9940992710864284,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN02649772,5,0.9696969696969696,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN02649778,8,0.9616700889801506,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN02649785,5,0.9806161301488404,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN02649786,5,0.9958056623558196,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN02649795,5,0.9659910683613878,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN02649796,5,0.8853283066289663,0.885503333730206,False,True
outcome_stratified_kfold,2,SAMN02649807,8,0.9746527777777778,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN02649808,5,0.9658620689655172,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN02649810,45,0.933981233243968,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN03859723,8,0.9171368124118476,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN03859727,8,0.9054878048780488,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN03859732,8,0.7262518968133536,0.885503333730206,False,True
outcome_stratified_kfold,2,SAMN03859743,30,0.9042699724517906,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN03859745,8,0.9365136298421808,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN03859757,5,0.9340818544005794,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN03859759,22,0.902229845626072,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN03859761,30,0.9383396486393386,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN03859774,15,0.932287954383464,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN03859785,8,0.944347217360868,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN03859794,30,0.966113914924297,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN03859802,97,0.9775,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN03859806,121,0.9108098465929362,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN03859807,1,0.9394361294813784,0.885503333730206,True,True
outcome_stratified_kfold,2,SAMN03859816,121,0.8983739837398373,0.885503333730206,True,True
